fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5227598712436022,1.077803143264282,-1.3757444232321319,-0.6475076958081304,-0.1807059768974025,-0.45742074962176377,-0.3168387962302844,0.7636331632549577,1.4078392693365704,-0.6140838047291199,-0.9867641326848502,-0.8647154571099744
-0.2483458515658614,2.1742839709699755,-1.3757444232321319,0.9405698713551673,1.3565690735338325,1.1354456835547835,0.9477536375952871,0.13577061611063784,-0.9464395307632811,0.4199625734317465,-0.5716304271814893,-0.8647154571099744
-0.2483458515658614,1.4432967524995135,-1.1527350842171544,0.2599651997137536,0.9373122415980408,-0.0023160544284645973,0.4495808606336983,0.26134312553948785,-0.49077266622782834,0.16145097889152965,-0.5716304271814893,-0.8647154571099744
2.0841733156949385,-1.4806521213823347,1.7463863229775503,-0.6475076958081304,-0.2505821155533678,0.225236293168185,0.6795067576928931,0.8892056726838077,-1.250217440453585,-0.4417427417023097,-0.5716304271814893,0.5223587251113306
-0.5227598712436022,1.077803143264282,-1.3757444232321319,-0.6475076958081304,-0.1807059768974025,-0.45742074962176377,-0.3168387962302844,0.7636331632549577,1.4078392693365704,-0.6140838047291199,-0.9867641326848502,-0.8647154571099744
-0.5227598712436022,0.8341407371074618,-1.3757444232321319,-0.8743759196886012,-0.2505821155533678,-0.2298684020251142,-0.08691289917108959,0.7636331632549577,1.4078392693365704,-0.6140838047291199,-0.9867641326848502,-0.8647154571099744
-0.17974234664642572,0.4686471278722305,-1.041230414709666,-1.3281123674495432,-0.6698389474891584,-0.0023160544284645973,0.641185774849694,-0.11537440274713189,-0.1869947565375243,-1.4757891198631756,-0.9867641326848502,-0.8647154571099744
-0.5913633761630378,0.7732251355682567,-1.3757444232321319,-2.2355852629714277,-0.9493435021130195,-0.0023160544284645973,-0.8150115731918731,-1.2455269876068518,0.49650554026566157,-1.3896185883497705,-0.3640635744298098,1.9094329073326357
-0.2483458515658614,0.34681592479382006,-1.2642397537246433,-0.42063947192765916,-0.3903343928652983,-0.6849730972184134,-0.9299745217214705,0.13577061611063784,0.26867210799793184,-0.5279132732157154,-0.8829807063090105,1.9094329073326357
-1.0029844056796493,0.34681592479382006,-0.9297257452021773,-0.8743759196886012,1.2866929348778673,-0.0023160544284645973,0.8711116719088887,-0.4293056763192569,-0.3388837113826763,-0.7864248677559312,-1.1943309854365316,-0.8647154571099744
-1.757622959793438,0.5600205301810384,-1.3757444232321319,-1.3281123674495432,0.727683825630145,0.11146011936986021,0.641185774849694,-1.4338857517501964,1.9394506112946042,-0.9587659307827424,-0.46784700080564956,-0.8647154571099744
0.23187868287018581,-1.4806521213823347,1.7463863229775503,-0.8743759196886012,0.9373122415980408,2.2732074215380313,2.327309019950456,0.19855687082506285,-0.1869947565375243,1.023156294025585,0.1548535574493909,1.9094329073326357
0.5062927025479272,-1.8461457306175661,1.3003676449475954,-0.8743759196886012,-0.11082983824143725,1.5905503787480826,0.6795067576928931,0.13577061611063784,0.49650554026566157,-0.8725953992693368,-0.9867641326848502,0.5223587251113306
-0.3855528614047321,-0.8105805044510779,0.352577954133942,0.2599651997137536,0.2385508550383891,0.9078933359581338,1.1010375689680836,1.0147781821126576,1.4837837467591481,0.16145097889152965,-0.675413853557331,-0.8647154571099744
-0.17974234664642572,-0.5669180982942573,-0.20494539340350124,-1.3281123674495432,1.9155781827815537,-0.5711969234200885,-0.20187584770068698,0.01019810668178784,-1.174272963031011,2.401884798240074,-0.8829807063090105,-0.8647154571099744
0.23187868287018581,-0.20142448905902632,-0.7624687409409443,0.2599651997137536,0.37830313235031965,-0.6849730972184134,0.9477536375952871,0.13577061611063784,-1.174272963031011,-0.8725953992693368,-0.9867641326848502,-0.8647154571099744
-0.8657773958407786,-0.7496649029118727,-0.5952117366797113,0.4868334235942249,0.4481792710062849,0.6803409883614842,-0.08691289917108959,0.13577061611063784,0.8002834499559657,-0.010890084135281598,-0.675413853557331,0.5223587251113306
-1.277398425357391,-0.8105805044510779,-0.4837070671722227,-1.7818488152104857,0.09879857772645857,-0.45742074962176377,-0.7383696075054749,-0.6804506951769569,0.11678315315277979,-0.6140838047291199,-1.09054755906069,-0.8647154571099744
-0.3855528614047321,-0.6887493013726678,-0.03768838914226828,-0.8743759196886012,0.09879857772645857,-1.2538539662100374,-1.1982214016238644,-0.24094691217598188,-0.3388837113826763,-0.35557221018890406,-0.8829807063090105,-0.8647154571099744
-0.17974234664642572,-0.5669180982942573,-0.20494539340350124,-1.3281123674495432,1.9155781827815537,-0.5711969234200885,-0.20187584770068698,0.01019810668178784,-1.174272963031011,2.401884798240074,-0.8829807063090105,-0.8647154571099744
-0.7285703860019086,1.1387187448034872,-1.3757444232321319,-0.6475076958081304,0.09879857772645857,-0.1160922282267894,-0.27851781338708526,0.38691563496833786,1.1040613596462696,-0.7002543362425256,-0.9867641326848502,-0.8647154571099744
-0.2483458515658614,0.7427673347986541,-1.3757444232321319,-0.42063947192765916,0.2385508550383891,-0.7987492710167382,-1.006616487407869,-0.11537440274713189,0.42056106284308387,-0.35557221018890406,-0.5716304271814893,0.5223587251113306
-1.0029844056796493,0.9255141394162697,-0.9854780799559216,0.4868334235942249,0.727683825630145,0.225236293168185,1.5225683802432741,-0.49209193103368193,0.1927276305753575,-0.7864248677559312,-0.26028014805397004,-0.8647154571099744
-0.8657773958407786,0.986429740955475,-1.3757444232321319,0.7137016474746961,1.8457020441255885,0.794117162159809,-0.20187584770068698,0.01019810668178784,1.028116882223692,-0.5279132732157154,0.25863698382523065,0.5223587251113306
0.0946716730313157,0.8036829363378593,-0.7067164061872001,0.2599651997137536,0.3084269936943544,-0.0023160544284645973,2.7105188483824474,0.01019810668178784,-1.174272963031011,0.24762151040493527,-0.5716304271814893,-0.8647154571099744
-2.032036979471179,-1.2369897152255143,0.018063945611476083,-0.8743759196886012,1.7059497668136578,-0.2298684020251142,0.29629692926090173,-0.5548781857481069,0.42056106284308387,-0.7002543362425256,-1.1943309854365316,-0.8647154571099744
-0.2483458515658614,0.4686471278722305,-0.5952117366797113,0.4868334235942249,0.5180554096622493,-1.3676301400083621,-1.0449374702510679,0.5752743991116827,0.724338972533388,-0.26940167867549847,0.466203836576912,0.5223587251113306
-0.04253533680755562,-0.8714961059902832,0.18532094987270917,-0.1937712480471879,-0.8794673634570542,-0.2298684020251142,-0.47012272760308094,0.13577061611063784,-0.7186060984955547,0.8508152309987737,-0.675413853557331,1.9094329073326357
0.4376891976284922,0.5295627294114358,0.2968256193801976,1.394306319116109,0.6578076869741798,0.225236293168185,0.14301299788810523,0.6380606538261077,-0.49077266622782834,-1.0449364622961481,-1.09054755906069,-2.2517896393312795
-0.9343809007602143,0.8950563386466671,-1.2642397537246433,-0.8743759196886012,-1.9974855819524977,-1.1400777924117127,-1.1982214016238644,-0.24094691217598188,1.180005837068844,-0.9587659307827424,-0.8829807063090105,-0.8647154571099744
-0.31694935648529643,2.509319779435604,1.0216059711788736,0.03309697583328335,2.474587292029276,0.794117162159809,2.7488398312256463,0.26134312553948785,-0.5667171436504027,0.8508152309987737,-1.1943309854365316,-0.8647154571099744
0.3690856927090559,-1.4197365198431298,1.5233769839625728,-1.3281123674495432,2.4047111533733108,-0.343644575823439,-0.20187584770068698,0.19855687082506285,-0.5667171436504027,-0.4417427417023097,-0.8829807063090105,-0.8647154571099744
-1.2087949204379551,-0.7496649029118727,-0.09344072389601249,-1.3281123674495432,-0.8794673634570542,-1.1400777924117127,-1.1599004187806654,-0.49209193103368193,0.11678315315277979,-0.6140838047291199,-1.1943309854365316,-0.8647154571099744
-1.757622959793438,-1.2979053167647194,0.6870919626564078,-1.7818488152104857,-0.32045825420933305,-0.343644575823439,2.059062140048062,-0.7432369498914516,-0.03510580169237224,-0.4417427417023097,-1.1943309854365316,-0.8647154571099744
